,id,article_id,evidence_type
3911,mi4220,3,t2t
3912,mi4220,6,t2t
3913,mi4220,7,t2t
3914,mi4220,8,t2t
3915,mi4220,9,t2t
3916,mi0054,0,t2t
3917,mi0054,1,t2t
3918,mi0054,2,t2t
3919,mi0054,3,t2t
3920,mi0054,4,t2t
3921,mi0054,5,t2t
3922,mi0054,6,t2t
3923,mi0054,7,t2t
3924,mi3404,0,t2t
3925,mi3404,1,t2t
3926,mi3404,2,t2t
3927,mi3404,3,t2t
3928,mi3404,4,t2t
3929,mi3404,5,t2t
3930,mi3404,7,t2t
3931,mi3404,8,t2t
3932,mi3404,9,t2t
3933,mi3404,0,i2t
3934,mi3404,1,i2t
3935,mi3404,2,i2t
3936,mi3404,3,i2t
3937,mi3404,4,i2t
3938,mi3404,6,i2t
3939,mi3404,9,i2t
3940,mi2975,0,t2t
3941,mi2975,1,t2t
3942,mi2975,2,t2t
3943,mi2975,3,t2t
3944,mi2975,5,t2t
3945,mi2975,6,t2t
3946,mi2975,7,t2t
3947,mi2975,8,t2t
3948,mi2975,2,i2t
3949,mi2975,8,i2t
3950,fa0966,0,t2t
3951,fa0966,4,t2t
3952,fa0966,6,t2t
3953,fa0966,9,t2t
3954,fa0966,4,i2t
3955,fa0966,5,i2t
3956,fa0966,7,i2t
3957,mi0881,0,t2t
3958,mi0881,1,t2t
3959,mi0881,2,t2t
3960,mi0881,3,t2t
3961,mi0881,5,t2t
3962,mi0881,6,t2t
3963,mi0881,9,t2t
3964,mi1732,2,t2t
3965,mi1732,4,t2t
3966,mi1732,9,t2t
3967,fa0664,0,t2t
3968,fa0664,1,t2t
3969,fa0664,2,t2t
3970,fa0664,3,t2t
3971,fa0664,5,t2t
3972,fa0664,7,t2t
3973,fa0664,8,t2t
3974,fa0664,9,t2t
3975,fa0664,4,i2t
3976,fa4294,0,t2t
3977,mi3669,6,t2t
3978,mi1756,0,t2t
3979,mi1756,2,t2t
3980,mi1756,4,t2t
3981,mi1756,5,t2t
3982,mi0727,0,t2t
3983,fa4107,0,t2t
3984,fa4107,1,t2t
3985,fa4107,7,t2t
3986,fa3154,7,i2t
3987,fa3474,5,i2t
3988,fa4268,0,t2t
3989,fa4268,1,t2t
3990,fa4268,3,t2t
3991,fa4268,5,t2t
3992,fa4268,6,t2t
3993,fa4268,9,t2t
3994,fa4268,3,i2t
3995,fa4268,6,i2t
3996,fa4268,7,i2t
3997,fa1947,3,t2t
3998,fa1947,0,i2t
3999,fa1947,1,i2t
4000,fa1947,3,i2t
4001,fa1467,4,t2t
4002,fa1467,6,t2t
4003,fa1467,7,t2t
4004,fa1467,0,i2t
4005,fa1467,1,i2t
4006,fa1467,2,i2t
4007,fa1709,0,t2t
4008,fa1709,2,t2t
4009,fa1709,3,t2t
4010,fa1709,5,t2t
4011,fa1709,7,t2t
4012,fa1709,8,t2t
4013,fa1709,1,i2t
4014,fa1709,6,i2t
4015,fa1740,0,t2t
4016,fa1740,3,t2t
4017,fa1740,4,i2t
4018,fa1285,0,t2t
4019,fa1285,1,t2t
4020,fa1285,2,t2t
4021,fa1285,4,t2t
4022,fa1285,5,t2t
4023,fa1285,6,t2t
4024,fa1285,7,t2t
4025,fa1285,8,t2t
4026,fa1285,9,t2t
4027,fa1285,7,i2t
4028,fa1285,8,i2t
4029,fa4087,0,t2t
4030,fa4087,1,t2t
4031,fa4087,2,t2t
4032,fa4087,3,t2t
4033,fa4087,7,t2t
4034,fa4087,8,t2t
4035,fa4087,0,i2t
4036,fa3392,7,t2t
4037,mi4683,1,t2t
4038,mi4683,2,t2t
4039,mi4683,3,t2t
4040,mi4683,4,t2t
4041,mi4683,5,t2t
4042,mi4683,6,t2t
4043,mi4683,9,t2t
4044,mi4683,2,i2t
4045,mi3051,0,t2t
4046,mi3051,0,i2t
4047,mi3051,5,i2t
4048,fa2544,0,t2t
4049,fa2544,1,t2t
4050,fa2544,4,t2t
4051,fa2544,5,t2t
4052,fa2544,4,i2t
4053,mi2030,0,t2t
4054,mi2030,1,t2t
4055,mi2030,2,t2t
4056,mi2030,5,t2t
4057,mi2030,6,t2t
4058,fa2621,2,t2t
4059,fa2621,7,i2t
4060,mi2827,2,t2t
4061,mi2827,6,t2t
4062,fa0205,2,t2t
4063,fa0205,3,t2t
4064,fa0205,5,t2t
4065,fa4008,0,t2t
4066,fa4008,1,t2t
4067,fa4008,2,t2t
4068,fa4008,4,t2t
4069,fa4008,5,t2t
4070,fa4008,8,t2t
4071,fa4008,9,t2t
4072,mi0862,2,t2t
4073,mi0862,3,t2t
4074,mi0862,5,t2t
4075,mi0862,7,t2t
4076,mi0862,8,t2t
4077,mi0862,9,t2t
4078,mi0862,5,i2t
4079,mi0862,7,i2t
4080,fa0330,7,i2t
4081,fa0330,8,i2t
4082,mi3715,9,t2t
4083,mi3715,6,i2t
4084,fa4274,0,t2t
4085,fa4274,1,t2t
4086,fa4274,2,t2t
4087,fa4274,3,t2t
4088,fa4274,4,t2t
4089,fa4274,5,t2t
4090,fa4274,6,t2t
4091,fa4274,8,t2t
4092,fa4274,9,t2t
4093,fa4274,7,i2t
4094,mi4164,1,t2t
4095,mi4164,2,t2t
4096,mi4164,6,t2t
4097,mi3352,0,t2t
4098,mi3352,2,t2t
4099,mi3352,6,t2t
4100,fa3150,3,t2t
4101,fa3150,5,t2t
4102,fa3150,8,t2t
4103,fa3150,9,t2t
4104,mi4062,2,t2t
4105,mi4062,3,t2t
4106,mi4062,4,t2t
4107,mi4062,5,t2t
4108,mi4062,6,t2t
4109,mi4062,7,t2t
4110,mi4062,8,t2t
4111,mi4062,9,t2t
4112,mi4062,3,i2t
4113,mi0672,0,t2t
4114,mi0672,4,t2t
4115,mi0672,4,i2t
4116,mi0672,8,i2t
4117,fa2431,5,t2t
4118,fa3857,2,t2t
4119,fa3857,9,t2t
4120,fa0586,1,t2t
4121,fa0586,2,t2t
4122,fa0586,8,t2t
4123,fa0586,6,i2t
4124,fa0586,7,i2t
4125,mi4548,0,t2t
4126,mi4548,1,t2t
4127,mi4548,2,t2t
4128,mi4548,3,t2t
4129,mi4548,0,i2t
4130,mi4548,1,i2t
4131,mi4686,0,t2t
4132,mi4686,1,t2t
4133,mi4686,3,t2t
4134,mi4686,5,t2t
4135,mi4686,9,t2t
4136,mi4686,0,i2t
4137,mi4686,1,i2t
4138,fa0309,5,t2t
4139,fa0309,3,i2t
4140,mi2702,3,t2t
4141,mi2702,7,t2t
4142,mi1373,3,t2t
4143,mi1373,5,t2t
4144,mi1373,6,t2t
4145,mi1373,7,t2t
4146,mi1373,6,i2t
4147,mi2566,0,t2t
4148,mi2566,1,t2t
4149,mi2566,2,t2t
4150,mi2566,4,t2t
4151,mi2566,5,t2t
4152,mi2566,9,t2t
4153,mi2566,2,i2t
4154,mi2566,5,i2t
4155,mi2566,6,i2t
4156,mi3746,0,t2t
4157,mi3746,4,t2t
4158,mi3746,6,t2t
4159,mi3746,7,t2t
4160,mi3746,8,t2t
4161,mi3919,0,t2t
4162,mi3919,4,t2t
4163,mi3919,9,t2t
4164,mi3919,2,i2t
4165,mi3919,3,i2t
4166,mi3919,4,i2t
4167,mi3919,7,i2t
4168,fa0377,0,t2t
4169,fa0377,1,t2t
4170,fa0377,3,t2t
4171,fa0377,4,t2t
4172,fa0377,6,t2t
4173,fa0377,2,i2t
4174,mi5341,0,t2t
4175,mi5341,1,t2t
4176,mi5341,9,t2t
4177,fa0452,2,t2t
4178,fa0452,6,t2t
4179,fa0888,0,t2t
4180,fa0888,2,t2t
4181,fa0888,3,t2t
4182,fa0888,4,t2t
4183,fa0888,5,t2t
4184,fa0888,7,t2t
4185,fa0888,9,t2t
4186,mi4773,5,t2t
4187,mi4773,6,i2t
4188,mi4773,7,i2t
4189,fa3645,0,i2t
4190,fa4039,0,t2t
4191,fa4039,1,t2t
4192,fa4039,2,t2t
4193,fa4039,3,t2t
4194,fa4039,4,t2t
4195,fa4039,6,t2t
4196,fa4039,7,t2t
4197,fa4039,3,i2t
4198,fa4039,5,i2t
4199,mi2095,4,t2t
4200,mi2095,6,t2t
4201,mi2095,7,t2t
4202,mi2095,1,i2t
4203,mi2095,8,i2t
4204,fa0344,7,i2t
4205,fa0344,9,i2t
4206,fa0051,1,i2t
4207,fa2105,3,t2t
4208,fa2105,4,i2t
4209,mi3529,0,t2t
4210,mi3529,1,t2t
4211,mi3529,2,t2t
4212,mi3529,5,t2t
4213,mi3529,6,t2t
4214,mi3529,7,t2t
4215,mi3529,8,t2t
4216,mi3529,9,t2t
4217,mi3529,0,i2t
4218,mi3529,5,i2t
4219,mi0525,3,i2t
4220,mi0518,6,t2t
4221,mi0518,9,t2t
4222,fa3384,0,t2t
4223,fa3384,2,t2t
4224,fa3384,5,t2t
4225,fa3384,6,t2t
4226,mi1621,0,t2t
4227,mi1621,1,t2t
4228,mi1621,3,t2t
4229,mi1621,5,t2t
4230,fa2419,2,t2t
4231,mi3439,3,i2t
4232,mi3439,4,i2t
4233,mi3439,5,i2t
4234,fa0531,2,t2t
4235,fa0531,5,t2t
4236,fa0531,7,t2t
4237,fa3689,2,t2t
4238,fa3689,5,t2t
4239,mi1331,0,t2t
4240,mi1331,2,t2t
4241,mi1331,5,t2t
4242,mi1331,7,t2t
4243,mi1331,9,t2t
4244,fa1161,0,i2t
4245,mi0359,7,t2t
4246,mi1774,0,t2t
4247,mi1774,3,t2t
4248,mi1774,5,t2t
4249,mi1774,8,t2t
4250,fa0492,0,t2t
4251,fa0492,1,t2t
4252,fa0492,2,t2t
4253,fa0492,3,t2t
4254,fa0492,6,t2t
4255,fa0492,7,t2t
4256,fa0492,8,t2t
4257,fa0492,9,t2t
4258,fa0492,1,i2t
4259,fa2655,5,t2t
4260,fa2655,6,t2t
4261,mi0433,0,t2t
4262,mi0433,1,t2t
4263,mi0433,3,t2t
4264,mi0433,8,t2t
4265,mi0433,0,i2t
4266,mi0433,5,i2t
4267,fa3063,1,t2t
4268,fa3063,2,t2t
4269,fa3063,3,t2t
4270,fa3063,7,t2t
4271,fa3063,8,t2t
4272,fa3896,0,t2t
4273,fa3896,1,t2t
4274,fa3896,2,t2t
4275,fa3896,3,t2t
4276,fa3896,7,t2t
4277,fa3896,3,i2t
4278,fa3896,7,i2t
4279,mi1228,0,t2t
4280,mi1228,1,t2t
4281,mi1228,3,t2t
4282,mi1228,4,t2t
4283,mi1228,6,t2t
4284,mi1228,7,t2t
4285,mi1228,8,t2t
4286,mi1228,9,t2t
4287,mi1228,0,i2t
4288,mi1228,1,i2t
4289,mi1228,5,i2t
4290,fa1465,0,t2t
4291,fa1465,2,t2t
4292,fa1465,5,t2t
4293,fa1465,6,t2t
4294,fa1465,7,t2t
4295,fa1465,9,t2t
4296,mi0022,3,t2t
4297,mi5246,0,t2t
4298,mi5246,1,t2t
4299,mi5246,3,t2t
4300,mi5246,8,t2t
4301,mi3659,9,t2t
4302,fa2971,1,t2t
4303,fa2971,3,t2t
4304,fa2971,4,t2t
4305,fa2971,5,t2t
4306,fa2971,8,t2t
4307,mi2218,1,t2t
4308,mi2218,2,t2t
4309,mi2218,4,t2t
4310,mi2218,9,t2t
4311,mi0667,4,t2t
4312,mi0667,7,t2t
4313,fa0906,1,t2t
4314,fa0906,3,t2t
4315,fa0906,6,t2t
4316,fa0906,7,t2t
4317,fa3287,0,t2t
4318,fa3287,1,t2t
4319,fa3287,2,t2t
4320,fa3287,5,t2t
4321,fa3287,7,t2t
4322,fa3287,8,t2t
4323,fa1191,2,t2t
4324,fa1191,5,t2t
4325,fa1191,6,t2t
4326,fa1191,7,t2t
4327,fa1191,1,i2t
4328,fa1191,3,i2t
4329,fa1191,5,i2t
4330,fa1191,6,i2t
4331,fa3819,1,t2t
4332,fa3819,2,t2t
4333,fa3819,4,t2t
4334,fa3819,5,t2t
4335,fa3819,7,t2t
4336,fa3819,8,t2t
4337,fa3819,9,t2t
4338,fa3819,3,i2t
4339,mi1071,0,t2t
4340,mi1071,4,t2t
4341,mi1071,7,t2t
4342,mi1071,9,t2t
4343,fa2641,1,t2t
4344,fa2641,2,t2t
4345,fa2641,4,t2t
4346,mi4905,3,t2t
4347,mi4905,4,t2t
4348,mi4905,6,t2t
4349,fa2415,8,i2t
4350,fa0493,0,t2t
4351,fa0493,2,t2t
4352,fa1719,0,t2t
4353,fa1719,1,t2t
4354,fa1719,3,t2t
4355,fa1719,4,t2t
4356,fa1719,5,t2t
4357,fa1719,7,t2t
4358,fa1719,8,t2t
4359,fa1719,9,t2t
4360,fa1719,2,i2t
4361,fa1719,6,i2t
4362,fa1719,8,i2t
4363,fa2868,1,t2t
4364,fa2868,4,t2t
4365,fa2868,6,t2t
4366,mi3743,6,t2t
4367,mi3743,6,i2t
4368,mi3743,7,i2t
4369,mi3743,9,i2t
4370,mi0097,3,t2t
4371,mi0097,4,t2t
4372,mi0097,5,t2t
4373,mi0097,8,t2t
4374,mi0754,0,t2t
4375,mi0754,1,t2t
4376,mi0754,2,t2t
4377,mi0754,3,t2t
4378,mi0754,4,t2t
4379,mi0754,5,t2t
4380,mi0754,6,t2t
4381,mi0754,7,t2t
4382,mi0754,8,t2t
4383,mi0754,9,t2t
4384,fa3672,0,t2t
4385,fa3672,4,t2t
4386,fa3672,5,t2t
4387,fa3672,9,t2t
4388,fa3672,0,i2t
4389,fa3672,1,i2t
4390,fa3672,9,i2t
4391,mi3379,1,t2t
4392,mi3379,6,t2t
4393,mi3379,7,t2t
4394,mi3379,8,t2t
4395,fa1610,0,t2t
4396,fa1610,1,t2t
4397,fa1610,3,t2t
4398,fa1610,7,i2t
4399,mi3980,1,i2t
4400,mi3980,5,i2t
4401,fa0854,4,t2t
4402,fa0769,1,t2t
4403,fa0769,4,t2t
4404,fa0769,8,t2t
4405,fa1598,0,t2t
4406,fa1598,1,t2t
4407,fa1598,2,t2t
4408,fa1598,9,t2t
4409,fa1598,9,i2t
4410,mi2711,1,t2t
4411,mi2711,3,t2t
4412,mi2711,5,t2t
4413,mi2711,6,t2t
4414,fa3074,1,t2t
4415,fa3074,2,t2t
4416,fa3074,3,t2t
4417,fa3074,4,t2t
4418,fa3074,6,t2t
4419,fa3074,7,t2t
4420,fa3074,9,t2t
4421,mi4546,0,t2t
4422,mi4546,1,t2t
4423,mi4546,4,t2t
4424,mi4546,6,t2t
4425,mi4546,7,t2t
4426,mi4546,8,t2t
4427,mi4546,9,t2t
4428,mi4546,0,i2t
4429,mi4172,0,t2t
4430,mi4172,1,t2t
4431,mi4172,8,t2t
4432,mi4172,2,i2t
4433,mi2367,1,t2t
4434,fa1224,0,t2t
4435,fa1224,1,t2t
4436,fa1224,2,t2t
4437,fa1224,3,t2t
4438,fa1224,7,t2t
4439,fa1224,8,t2t
4440,fa1224,9,t2t
4441,fa1525,1,t2t
4442,fa1525,2,t2t
4443,fa1525,6,t2t
4444,fa1525,8,t2t
4445,fa1525,4,i2t
4446,fa1525,9,i2t
4447,mi0987,0,t2t
4448,mi0987,3,t2t
4449,mi0987,5,t2t
4450,mi0987,7,t2t
4451,mi0987,8,t2t
4452,mi0987,9,t2t
4453,mi0987,0,i2t
4454,mi0987,1,i2t
4455,mi0987,3,i2t
4456,fa0249,0,t2t
4457,fa0249,1,t2t
4458,fa0249,3,t2t
4459,fa0249,4,t2t
4460,fa0249,5,t2t
4461,fa0249,9,t2t
4462,fa0249,1,i2t
4463,fa0249,2,i2t
4464,fa3705,0,t2t
4465,mi3261,0,t2t
4466,mi3261,1,t2t
4467,mi3261,8,t2t
4468,mi3261,0,i2t
4469,mi3261,3,i2t
4470,mi2848,5,t2t
4471,mi2848,9,i2t
4472,fa1080,0,t2t
4473,fa1080,1,t2t
4474,fa1080,3,i2t
4475,fa1080,5,i2t
4476,mi5192,0,t2t
4477,fa3782,2,t2t
4478,fa3782,9,t2t
4479,fa2359,0,t2t
4480,fa2359,3,t2t
4481,fa2359,4,t2t
4482,fa2359,5,t2t
4483,fa2359,7,t2t
4484,fa2359,3,i2t
4485,fa0846,0,t2t
4486,fa0846,2,t2t
4487,fa0846,4,t2t
4488,fa0846,6,t2t
4489,fa0846,8,t2t
4490,mi0222,0,t2t
4491,mi0222,5,t2t
4492,mi0222,6,t2t
4493,mi0222,0,i2t
4494,mi0222,2,i2t
4495,mi0201,0,t2t
4496,mi0201,1,t2t
4497,mi0201,2,t2t
4498,mi0201,3,t2t
4499,mi0201,4,t2t
4500,mi0201,8,t2t
4501,mi0201,9,t2t
4502,mi0293,1,t2t
4503,mi0293,2,t2t
4504,mi0293,3,t2t
4505,mi0293,5,t2t
4506,mi0293,6,t2t
4507,mi0293,7,t2t
4508,mi0293,0,i2t
4509,fa0470,1,t2t
4510,fa0470,2,t2t
4511,fa0470,5,t2t
4512,fa0470,6,t2t
4513,fa0470,7,t2t
4514,fa0470,8,t2t
4515,fa3559,0,t2t
4516,fa3559,5,t2t
4517,fa3559,6,i2t
4518,fa3824,0,t2t
4519,fa3824,1,t2t
4520,fa3824,8,t2t
4521,fa3824,1,i2t
4522,fa3824,2,i2t
4523,fa3824,3,i2t
4524,fa3824,4,i2t
4525,fa3824,7,i2t
4526,fa4176,4,i2t
4527,mi4862,1,t2t
4528,mi4862,2,t2t
4529,mi4862,3,t2t
4530,mi4862,4,t2t
4531,mi4862,8,t2t
4532,mi1236,1,t2t
4533,mi1236,4,t2t
4534,mi1236,6,t2t
4535,mi1236,9,t2t
4536,mi1236,0,i2t
4537,mi1236,2,i2t
4538,mi1236,5,i2t
4539,fa2436,0,t2t
4540,fa2436,1,t2t
4541,fa2436,3,t2t
4542,fa2436,5,t2t
4543,fa2436,6,t2t
4544,fa2436,7,t2t
4545,fa2436,8,t2t
4546,fa3761,0,t2t
4547,fa3761,1,t2t
4548,fa3761,2,t2t
4549,fa3761,3,t2t
4550,fa3761,5,t2t
4551,fa3761,6,t2t
4552,fa3761,7,t2t
4553,fa3761,9,t2t
4554,fa3761,5,i2t
4555,fa3373,3,t2t
4556,fa3373,5,t2t
4557,fa3373,6,t2t
4558,fa3373,8,t2t
4559,fa3373,9,t2t
4560,fa0514,0,t2t
4561,fa0514,3,t2t
4562,fa2983,0,t2t
4563,fa2983,1,t2t
4564,fa2983,6,t2t
4565,fa2983,7,t2t
4566,fa2983,9,t2t
4567,fa2983,5,i2t
4568,fa2983,7,i2t
4569,fa2983,8,i2t
4570,fa2749,0,t2t
4571,fa2749,3,t2t
4572,fa2749,4,t2t
4573,fa2749,5,t2t
4574,fa2749,6,t2t
4575,fa2749,9,t2t
4576,mi1614,0,t2t
4577,mi1614,1,t2t
4578,mi1614,2,t2t
4579,mi1614,3,t2t
4580,mi1614,5,t2t
4581,mi1614,6,t2t
4582,mi1614,7,t2t
4583,mi1614,8,t2t
4584,mi4824,2,t2t
4585,mi4824,4,t2t
4586,mi4824,7,t2t
4587,mi4824,9,t2t
4588,mi0669,1,t2t
4589,mi0669,4,t2t
4590,mi0669,8,t2t
4591,mi0669,7,i2t
4592,fa2447,1,t2t
4593,fa2447,3,t2t
4594,fa2447,6,t2t
4595,fa2447,8,i2t
4596,fa3215,1,t2t
4597,fa3215,3,t2t
4598,fa3215,5,t2t
4599,fa3215,6,t2t
4600,fa3215,0,i2t
4601,fa3215,2,i2t
4602,fa3734,0,t2t
4603,fa3734,2,t2t
4604,fa3734,3,t2t
4605,fa3734,4,t2t
4606,fa3734,6,t2t
4607,fa3734,7,t2t
4608,fa3734,2,i2t
4609,mi4036,8,i2t
4610,fa3007,0,t2t
4611,fa3007,1,t2t
4612,fa3007,2,t2t
4613,fa3007,5,t2t
4614,fa3007,8,t2t
4615,fa3007,0,i2t
4616,fa3007,6,i2t
4617,fa3007,8,i2t
4618,mi1394,0,t2t
4619,mi1394,1,t2t
4620,mi1394,3,t2t
4621,mi1394,5,t2t
4622,mi1394,6,t2t
4623,mi1394,8,t2t
4624,mi1394,9,t2t
4625,mi1394,0,i2t
4626,mi1394,3,i2t
4627,fa3964,0,t2t
4628,fa3964,2,t2t
4629,fa3964,5,t2t
4630,fa3964,6,t2t
4631,fa3964,7,t2t
4632,fa3964,8,t2t
4633,fa3964,9,t2t
4634,fa3964,0,i2t
4635,fa3964,4,i2t
4636,fa3964,8,i2t
4637,fa1762,2,t2t
4638,fa1762,3,t2t
4639,fa1762,7,t2t
4640,mi1353,0,t2t
4641,mi1353,2,t2t
4642,mi1353,3,t2t
4643,mi1353,4,t2t
4644,mi1353,6,t2t
4645,mi1353,8,t2t
4646,mi0384,5,t2t
4647,mi0384,8,t2t
4648,mi0384,8,i2t
4649,fa3785,1,t2t
4650,fa3785,2,t2t
4651,fa3785,3,t2t
4652,fa0311,0,t2t
4653,fa0311,1,t2t
4654,fa0311,2,t2t
4655,fa0311,3,t2t
4656,fa0311,4,t2t
4657,fa0311,6,t2t
4658,fa0311,7,t2t
4659,fa0311,8,t2t
4660,fa0311,9,t2t
4661,fa0311,1,i2t
4662,fa2440,9,i2t
4663,fa0517,0,t2t
4664,fa0517,1,t2t
4665,fa0517,2,t2t
4666,fa0517,3,t2t
4667,fa0517,5,t2t
4668,fa0517,6,t2t
4669,fa0517,7,t2t
4670,mi0622,1,t2t
4671,mi0622,2,t2t
4672,mi0622,6,t2t
4673,mi0622,7,t2t
4674,mi0622,9,t2t
4675,mi0622,1,i2t
4676,fa0968,5,t2t
4677,fa0968,2,i2t
4678,fa1367,1,t2t
4679,fa1367,3,t2t
4680,fa1367,6,t2t
4681,fa1367,7,t2t
4682,fa1367,1,i2t
4683,fa1367,2,i2t
4684,fa1367,3,i2t
4685,fa1367,8,i2t
4686,mi1896,2,t2t
4687,mi1896,9,t2t
4688,mi1896,1,i2t
4689,mi1896,2,i2t
4690,mi1896,5,i2t
4691,mi4165,0,t2t
4692,mi4165,2,t2t
4693,mi4165,3,t2t
4694,mi4165,5,t2t
4695,mi4165,7,t2t
4696,fa3164,0,t2t
4697,mi1705,0,t2t
4698,mi1705,2,t2t
4699,mi1705,3,t2t
4700,mi1705,5,t2t
4701,mi1705,8,t2t
4702,mi1705,9,t2t
4703,mi0829,1,t2t
4704,mi0829,7,t2t
4705,mi0829,8,t2t
4706,mi0829,9,t2t
4707,mi2243,4,t2t
4708,fa0647,1,t2t
4709,fa0647,1,i2t
4710,fa0647,2,i2t
4711,fa0647,4,i2t
4712,fa0647,5,i2t
4713,fa0647,8,i2t
4714,mi3929,0,t2t
4715,mi3929,4,t2t
4716,mi3929,7,t2t
4717,mi3929,8,t2t
4718,fa4224,4,t2t
4719,fa3637,1,t2t
4720,fa3637,5,t2t
4721,fa3637,6,t2t
4722,fa3637,9,t2t
4723,mi4944,9,t2t
4724,fa2175,1,t2t
4725,fa2175,2,t2t
4726,fa2175,3,t2t
4727,fa2175,4,t2t
4728,fa2175,5,t2t
4729,fa2175,6,t2t
4730,fa2175,7,t2t
4731,fa2175,8,t2t
4732,fa2175,9,t2t
4733,mi4048,0,t2t
4734,mi4048,4,t2t
4735,mi4048,7,t2t
4736,mi1863,0,t2t
4737,mi1863,2,t2t
4738,mi1863,3,t2t
4739,mi1863,5,t2t
4740,mi1863,6,t2t
4741,mi1863,7,t2t
4742,mi1863,0,i2t
4743,fa0008,2,t2t
4744,fa0008,3,t2t
4745,fa0008,8,t2t
4746,fa2799,3,t2t
4747,fa2799,4,t2t
4748,fa2799,5,t2t
4749,fa2799,9,i2t
4750,fa2272,1,t2t
4751,fa2272,3,t2t
4752,fa2272,5,t2t
4753,fa1360,1,t2t
4754,fa1360,4,t2t
4755,fa1360,1,i2t
4756,mi0060,2,i2t
4757,fa3410,0,t2t
4758,fa3410,1,t2t
4759,fa3410,2,t2t
4760,fa3410,3,t2t
4761,fa3410,4,t2t
4762,fa3410,5,t2t
4763,fa3410,6,t2t
4764,fa3410,7,t2t
4765,fa3410,8,t2t
4766,fa3410,9,t2t
4767,fa3410,3,i2t
4768,fa3410,4,i2t
4769,fa3410,9,i2t
4770,mi5004,4,t2t
4771,mi4631,2,t2t
4772,mi4631,3,t2t
4773,mi4631,9,t2t
4774,fa0227,2,t2t
4775,fa0227,4,t2t
4776,fa0227,8,t2t
4777,fa0227,9,t2t
4778,fa0227,5,i2t
4779,fa2994,1,t2t
4780,fa2994,2,t2t
4781,fa2994,3,t2t
4782,fa2994,4,t2t
4783,fa2994,5,t2t
4784,fa2994,7,t2t
4785,fa2994,8,t2t
4786,fa2994,3,i2t
4787,fa2994,5,i2t
4788,fa2994,7,i2t
4789,mi1784,1,t2t
4790,mi1784,3,t2t
4791,mi1784,4,t2t
4792,mi1784,7,t2t
4793,mi1784,9,t2t
4794,mi1784,8,i2t
4795,mi5384,0,i2t
4796,fa3265,0,t2t
4797,fa3265,0,i2t
4798,fa3265,1,i2t
4799,fa3265,3,i2t
4800,fa3265,5,i2t
4801,fa3265,6,i2t
4802,fa3265,7,i2t
4803,mi2790,1,t2t
4804,mi2790,3,t2t
4805,mi2790,5,t2t
4806,mi2790,0,i2t
4807,fa4139,0,t2t
4808,fa4139,7,t2t
4809,fa4139,8,t2t
4810,fa4139,0,i2t
4811,fa4139,2,i2t
4812,fa4139,3,i2t
4813,fa4315,0,t2t
4814,fa0910,1,t2t
4815,fa0910,4,t2t
4816,fa0910,5,t2t
4817,fa0910,6,t2t
4818,fa0910,7,t2t
4819,fa0910,0,i2t
4820,fa0910,1,i2t
4821,mi3588,0,i2t
4822,mi3588,1,i2t
4823,mi3588,3,i2t
4824,mi3588,5,i2t
4825,mi2147,0,t2t
4826,mi3020,3,i2t
4827,fa1011,3,t2t
4828,fa1011,8,t2t
4829,mi4601,5,t2t
4830,mi4601,1,i2t
4831,mi3118,0,t2t
4832,mi3118,1,t2t
4833,mi3118,3,t2t
4834,mi3118,4,t2t
4835,mi3118,5,t2t
4836,mi3118,7,t2t
4837,fa2176,0,t2t
4838,fa2176,2,t2t
4839,fa2176,6,t2t
4840,fa2176,8,t2t
4841,fa2176,9,t2t
4842,mi4461,5,t2t
4843,mi4461,8,t2t
4844,mi4461,2,i2t
4845,mi4461,8,i2t
4846,mi4461,9,i2t
4847,fa2073,0,t2t
4848,fa2073,1,t2t
4849,fa2073,2,t2t
4850,fa2073,5,t2t
4851,fa2073,7,t2t
4852,fa2073,8,t2t
4853,fa2073,9,t2t
4854,fa2056,5,t2t
4855,fa2056,7,t2t
4856,fa3148,2,t2t
4857,fa3148,6,t2t
4858,fa3148,0,i2t
4859,fa3148,6,i2t
4860,fa3148,8,i2t
4861,fa0107,1,t2t
4862,fa0107,8,t2t
4863,fa0107,0,i2t
4864,fa0107,7,i2t
4865,mi1701,0,t2t
4866,mi1701,1,t2t
4867,mi1701,2,t2t
4868,mi1701,4,t2t
4869,mi1701,5,t2t
4870,mi1701,7,t2t
4871,mi1701,8,t2t
4872,mi1701,9,t2t
4873,fa0300,9,t2t
4874,fa0300,1,i2t
4875,mi4100,6,t2t
4876,mi2598,0,t2t
4877,mi2598,1,t2t
4878,mi2598,2,t2t
4879,mi2598,3,t2t
4880,mi2598,4,t2t
4881,mi2598,6,t2t
4882,mi2598,7,t2t
4883,mi2598,8,t2t
4884,fa2773,0,t2t
4885,fa2773,1,t2t
4886,fa2773,4,t2t
4887,fa2773,8,t2t
4888,mi2233,1,t2t
4889,mi2233,7,t2t
4890,mi2285,3,t2t
4891,mi2285,6,t2t
4892,mi2285,7,t2t
4893,mi2285,0,i2t
4894,mi2285,1,i2t
4895,mi2285,7,i2t
4896,mi2285,9,i2t
4897,fa0633,0,t2t
4898,fa0633,1,t2t
4899,fa0633,2,t2t
4900,fa0633,3,t2t
4901,fa0633,9,t2t
4902,fa0270,3,i2t
4903,fa0270,4,i2t
4904,fa0270,9,i2t
4905,mi1077,1,i2t
4906,mi1077,3,i2t
4907,mi1077,4,i2t
4908,mi1449,0,t2t
4909,mi1449,2,t2t
